,age,capital-gain,capital-loss,education-num,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,hw,label,marital-status,native-country,occupation,race,relationship,sex,workclass
21296,27,0,1504,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,45,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Private
21317,47,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,38,0,Divorced,United-States,Adm-clerical,White,Not-in-family,0,Private
21340,59,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Transport-moving,Amer-Indian-Eskimo,Husband,1,Private
21383,26,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Craft-repair,White,Not-in-family,1,Private
21394,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35,0,Never-married,United-States,0,White,Own-child,1,0
21411,63,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21415,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Self-emp-not-inc
21417,18,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,0,Never-married,United-States,Sales,White,Own-child,0,Private
21427,54,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Private
21443,31,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Craft-repair,White,Unmarried,1,Private
21451,53,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,65,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-inc
21452,45,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-spouse-absent,Thailand,Craft-repair,Asian-Pac-Islander,Not-in-family,1,Self-emp-not-inc
21460,18,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,0,Never-married,United-States,Handlers-cleaners,White,Own-child,1,Private
21463,47,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Divorced,United-States,Adm-clerical,White,Not-in-family,0,Private
21466,32,0,1726,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,38,0,Divorced,United-States,Protective-serv,White,Unmarried,0,State-gov
21471,40,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,55,0,Never-married,United-States,Farming-fishing,White,Not-in-family,1,Private
21476,29,14344,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Private
21520,29,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Married-civ-spouse,Laos,Craft-repair,Asian-Pac-Islander,Husband,1,Private
21522,35,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Divorced,United-States,Machine-op-inspct,White,Unmarried,0,Private
21534,18,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20,0,Never-married,United-States,Handlers-cleaners,Black,Own-child,1,Private
21542,19,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,0,Never-married,United-States,Sales,White,Own-child,0,Private
21554,29,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,1,Never-married,United-States,Exec-managerial,White,Not-in-family,0,Private
21558,19,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Federal-gov
21561,65,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Private
21563,32,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,0,Divorced,United-States,Sales,White,Not-in-family,1,Private
21565,28,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,55,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
21580,17,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,0,Never-married,United-States,Sales,White,Own-child,0,Private
21596,24,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40,0,Never-married,United-States,Exec-managerial,White,Own-child,1,Private
21643,34,4386,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,20,0,Married-civ-spouse,United-States,Sales,White,Wife,0,Private
21645,47,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Divorced,United-States,Other-service,White,Unmarried,0,Private
21672,55,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,Philippines,Other-service,Asian-Pac-Islander,Other-relative,1,Private
21681,34,5178,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,55,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
21683,48,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Divorced,United-States,Craft-repair,White,Not-in-family,1,Private
21684,32,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,43,0,Married-civ-spouse,United-States,Protective-serv,White,Husband,1,Local-gov
21694,19,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,22,0,Never-married,United-States,Sales,White,Own-child,0,Private
21701,26,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Wife,0,Private
21715,41,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21725,68,0,2457,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,0,White,Wife,0,0
21749,72,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
21771,27,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Never-married,Mexico,Craft-repair,White,Other-relative,1,Self-emp-inc
21775,61,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,1,Self-emp-not-inc
21776,55,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,Mexico,Machine-op-inspct,White,Husband,1,Private
21778,39,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-spouse-absent,Philippines,Other-service,Asian-Pac-Islander,Unmarried,0,Private
21785,43,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
21808,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,1,Private
21813,18,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,0,Never-married,United-States,Sales,White,Own-child,1,Private
21826,51,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
21833,46,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21850,53,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21853,33,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,Mexico,Handlers-cleaners,White,Husband,1,Private
21863,24,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,Mexico,Machine-op-inspct,White,Other-relative,1,Private
21864,28,2174,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,36,0,Never-married,United-States,Tech-support,White,Own-child,0,Private
21874,51,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
21875,49,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21904,42,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,Haiti,Other-service,Black,Husband,1,Private
21905,36,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,32,0,Separated,United-States,Other-service,White,Own-child,0,State-gov
21906,23,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Sales,White,Other-relative,1,Self-emp-not-inc
21910,39,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Divorced,United-States,Adm-clerical,White,Unmarried,0,Private
21925,39,2635,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
21926,28,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,42,0,Never-married,United-States,Handlers-cleaners,White,Not-in-family,1,Private
21930,21,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,0,Private
21934,65,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Divorced,United-States,Adm-clerical,White,Not-in-family,0,Private
21940,34,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
21951,21,4508,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30,0,Married-civ-spouse,Portugal,Adm-clerical,White,Wife,0,Self-emp-not-inc
21954,32,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
21973,23,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Private
21994,26,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,0,Never-married,United-States,Craft-repair,White,Own-child,1,Private
21995,26,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,35,0,Separated,Mexico,Craft-repair,Other,Not-in-family,1,Private
21996,19,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Never-married,United-States,Handlers-cleaners,White,Own-child,1,Private
